RowName,WaveCount,SpawnTime,EnemyType,BaseHp,BaseSpeed,StatMultiplier
Wave26_38,26,32.7,Ranged,100,80,8
Wave26_39,26,33.17,Melee,150,100,8
Wave26_40,26,33.64,Ranged,100,80,8
Wave26_41,26,34.1,Melee,150,100,8
Wave26_42,26,34.55,Ranged,100,80,8
Wave26_43,26,35,Melee,150,100,8
Wave27_01,27,4.47,Melee,150,100,9
Wave27_02,27,6.55,Ranged,100,80,9
Wave27_03,27,8.18,Melee,150,100,9
Wave27_04,27,9.58,Ranged,100,80,9
Wave27_05,27,10.84,Melee,150,100,9
Wave27_06,27,11.98,Ranged,100,80,9
Wave27_07,27,13.04,Melee,150,100,9
Wave27_08,27,14.03,Ranged,100,80,9
Wave27_09,27,14.97,Melee,150,100,9
Wave27_10,27,15.86,Ranged,100,80,9
Wave27_11,27,16.72,Melee,150,100,9
Wave27_12,27,17.54,Ranged,100,80,9
Wave27_13,27,18.33,Melee,150,100,9
Wave27_14,27,19.09,Ranged,100,80,9
Wave27_15,27,19.83,Melee,150,100,9
Wave27_16,27,20.54,Ranged,100,80,9
Wave27_17,27,21.24,Melee,150,100,9
Wave27_18,27,21.92,Ranged,100,80,9
Wave27_19,27,22.58,Melee,150,100,9
Wave27_20,27,23.23,Ranged,100,80,9
Wave27_21,27,23.86,Melee,150,100,9
Wave27_22,27,24.48,Ranged,100,80,9
Wave27_23,27,25.08,Melee,150,100,9
Wave27_24,27,25.68,Ranged,100,80,9
Wave27_25,27,26.26,Melee,150,100,9
Wave27_26,27,26.83,Ranged,100,80,9
Wave27_27,27,27.39,Melee,150,100,9
Wave27_28,27,27.95,Ranged,100,80,9
Wave27_29,27,28.49,Melee,150,100,9
Wave27_30,27,29.03,Ranged,100,80,9
Wave27_31,27,29.56,Melee,150,100,9
Wave27_32,27,30.08,Ranged,100,80,9
Wave27_33,27,30.59,Melee,150,100,9
Wave27_34,27,31.1,Ranged,100,80,9
Wave27_35,27,31.6,Melee,150,100,9
Wave27_36,27,32.09,Ranged,100,80,9
Wave27_37,27,32.58,Melee,150,100,9
Wave27_38,27,33.06,Ranged,100,80,9
Wave27_39,27,33.53,Melee,150,100,9
Wave27_40,27,34,Ranged,100,80,9
Wave27_41,27,34.47,Melee,150,100,9
Wave27_42,27,34.93,Ranged,100,80,9
Wave27_43,27,35.38,Melee,150,100,9
Wave27_44,27,35.83,Ranged,100,80,9
Wave27_45,27,36.28,Melee,150,100,9
Wave28_01,28,4.57,Melee,150,100,9
Wave28_02,28,6.7,Ranged,100,80,9
Wave28_03,28,8.37,Melee,150,100,9
Wave28_04,28,9.8,Ranged,100,80,9
Wave28_05,28,11.08,Melee,150,100,9
Wave28_06,28,12.25,Ranged,100,80,9
Wave28_07,28,13.34,Melee,150,100,9
Wave28_08,28,14.35,Ranged,100,80,9
Wave28_09,28,15.31,Melee,150,100,9
Wave28_10,28,16.23,Ranged,100,80,9
Wave28_11,28,17.1,Melee,150,100,9
Wave28_12,28,17.94,Ranged,100,80,9
Wave28_13,28,18.74,Melee,150,100,9
Wave28_14,28,19.52,Ranged,100,80,9
Wave28_15,28,20.28,Melee,150,100,9
Wave28_16,28,21.01,Ranged,100,80,9
Wave28_17,28,21.72,Melee,150,100,9
Wave28_18,28,22.42,Ranged,100,80,9
Wave28_19,28,23.1,Melee,150,100,9
Wave28_20,28,23.76,Ranged,100,80,9
Wave28_21,28,24.4,Melee,150,100,9
Wave28_22,28,25.03,Ranged,100,80,9
Wave28_23,28,25.65,Melee,150,100,9
Wave28_24,28,26.26,Ranged,100,80,9
Wave28_25,28,26.86,Melee,150,100,9
Wave28_26,28,27.44,Ranged,100,80,9
Wave28_27,28,28.02,Melee,150,100,9
Wave28_28,28,28.59,Ranged,100,80,9
Wave28_29,28,29.14,Melee,150,100,9
Wave28_30,28,29.69,Ranged,100,80,9
Wave28_31,28,30.23,Melee,150,100,9
Wave28_32,28,30.76,Ranged,100,80,9
Wave28_33,28,31.29,Melee,150,100,9
Wave28_34,28,31.81,Ranged,100,80,9
Wave28_35,28,32.32,Melee,150,100,9
Wave28_36,28,32.82,Ranged,100,80,9
Wave28_37,28,33.32,Melee,150,100,9
Wave28_38,28,33.81,Ranged,100,80,9
Wave28_39,28,34.3,Melee,150,100,9
Wave28_40,28,34.78,Ranged,100,80,9
Wave28_41,28,35.26,Melee,150,100,9
Wave28_42,28,35.73,Ranged,100,80,9
Wave28_43,28,36.19,Melee,150,100,9
Wave28_44,28,36.65,Ranged,100,80,9
Wave28_45,28,37.11,Melee,150,100,9
Wave28_46,28,37.56,Ranged,100,80,9
Wave29_01,29,4.62,Melee,150,100,9
Wave29_02,29,6.76,Ranged,100,80,9
Wave29_03,29,8.45,Melee,150,100,9
Wave29_04,29,9.9,Ranged,100,80,9
Wave29_05,29,11.2,Melee,150,100,9
Wave29_06,29,12.38,Ranged,100,80,9
Wave29_07,29,13.47,Melee,150,100,9
Wave29_08,29,14.5,Ranged,100,80,9
Wave29_09,29,15.47,Melee,150,100,9
Wave29_10,29,16.39,Ranged,100,80,9
Wave29_11,29,17.27,Melee,150,100,9
Wave29_12,29,18.12,Ranged,100,80,9
Wave29_13,29,18.94,Melee,150,100,9
Wave29_14,29,19.72,Ranged,100,80,9
Wave29_15,29,20.49,Melee,150,100,9
Wave29_16,29,21.23,Ranged,100,80,9
Wave29_17,29,21.95,Melee,150,100,9
Wave29_18,29,22.65,Ranged,100,80,9
Wave29_19,29,23.33,Melee,150,100,9
Wave29_20,29,24,Ranged,100,80,9
Wave29_21,29,24.65,Melee,150,100,9
Wave29_22,29,25.29,Ranged,100,80,9
Wave29_23,29,25.91,Melee,150,100,9
Wave29_24,29,26.53,Ranged,100,80,9
Wave29_25,29,27.13,Melee,150,100,9
Wave29_26,29,27.72,Ranged,100,80,9
Wave29_27,29,28.3,Melee,150,100,9
Wave29_28,29,28.88,Ranged,100,80,9
Wave29_29,29,29.44,Melee,150,100,9
Wave29_30,29,29.99,Ranged,100,80,9
Wave29_31,29,30.54,Melee,150,100,9
Wave29_32,29,31.08,Ranged,100,80,9
Wave29_33,29,31.61,Melee,150,100,9
Wave29_34,29,32.13,Ranged,100,80,9
Wave29_35,29,32.65,Melee,150,100,9
Wave29_36,29,33.16,Ranged,100,80,9
Wave29_37,29,33.66,Melee,150,100,9
Wave29_38,29,34.16,Ranged,100,80,9
Wave29_39,29,34.65,Melee,150,100,9
Wave29_40,29,35.13,Ranged,100,80,9
Wave29_41,29,35.61,Melee,150,100,9
Wave29_42,29,36.09,Ranged,100,80,9
Wave29_43,29,36.56,Melee,150,100,9
Wave29_44,29,37.03,Ranged,100,80,9
Wave29_45,29,37.49,Melee,150,100,9
Wave29_46,29,37.94,Ranged,100,80,9
Wave29_47,29,38.39,Melee,150,100,9
Wave29_48,29,38.84,Ranged,100,80,9
Wave30_01,30,4.72,Melee,150,100,10
Wave30_02,30,6.91,Ranged,100,80,10
Wave30_03,30,8.63,Melee,150,100,10
Wave30_04,30,10.11,Ranged,100,80,10
Wave30_05,30,11.43,Melee,150,100,10
Wave30_06,30,12.64,Ranged,100,80,10
Wave30_07,30,13.76,Melee,150,100,10
Wave30_08,30,14.81,Ranged,100,80,10
Wave30_09,30,15.8,Melee,150,100,10
Wave30_10,30,16.74,Ranged,100,80,10
Wave30_11,30,17.64,Melee,150,100,10
Wave30_12,30,18.51,Ranged,100,80,10
Wave30_13,30,19.34,Melee,150,100,10
Wave30_14,30,20.14,Ranged,100,80,10
Wave30_15,30,20.92,Melee,150,100,10
Wave30_16,30,21.68,Ranged,100,80,10
Wave30_17,30,22.41,Melee,150,100,10
Wave30_18,30,23.13,Ranged,100,80,10
Wave30_19,30,23.83,Melee,150,100,10
Wave30_20,30,24.51,Ranged,100,80,10
Wave30_21,30,25.18,Melee,150,100,10
Wave30_22,30,25.83,Ranged,100,80,10
Wave30_23,30,26.47,Melee,150,100,10
Wave30_24,30,27.09,Ranged,100,80,10
Wave30_25,30,27.71,Melee,150,100,10
Wave30_26,30,28.31,Ranged,100,80,10
Wave30_27,30,28.91,Melee,150,100,10
Wave30_28,30,29.49,Ranged,100,80,10
Wave30_29,30,30.07,Melee,150,100,10
Wave30_30,30,30.63,Ranged,100,80,10
Wave30_31,30,31.19,Melee,150,100,10
Wave30_32,30,31.74,Ranged,100,80,10
Wave30_33,30,32.28,Melee,150,100,10
Wave30_34,30,32.81,Ranged,100,80,10
Wave30_35,30,33.34,Melee,150,100,10
Wave30_36,30,33.86,Ranged,100,80,10
Wave30_37,30,34.38,Melee,150,100,10
Wave30_38,30,34.88,Ranged,100,80,10
Wave30_39,30,35.39,Melee,150,100,10
Wave30_40,30,35.88,Ranged,100,80,10
Wave30_41,30,36.37,Melee,150,100,10
Wave30_42,30,36.86,Ranged,100,80,10
Wave30_43,30,37.34,Melee,150,100,10
Wave30_44,30,37.81,Ranged,100,80,10
Wave30_45,30,38.28,Melee,150,100,10
Wave30_46,30,38.75,Ranged,100,80,10
Wave30_47,30,39.21,Melee,150,100,10
Wave30_48,30,39.67,Ranged,100,80,10
Wave30_49,30,40.12,Melee,150,100,10
